City Code,Province Code,Country Code,City Name,Province Name,Country Name
SIJUA,JH,IN,Sijhua,Jharkhand,India
SIHOR,MP,IN,Sihora,Madhya Pradesh,India
SIHOR,GJ,IN,Sihor,Gujarat,India
SILAT,KA,IN,Sidlaghatta,Karnataka,India
SIDHI,MP,IN,Sidhi,Madhya Pradesh,India
SDHAI,UP,IN,Sidhauli,Uttar Pradesh,India
SDIPT,TG,IN,Siddipet,Telangana,India
SIDAR,GJ,IN,Sidhpur,Gujarat,India
SIBAR,AS,IN,Sibsagar,Assam,India
SHYGR,WB,IN,Shyamnagar,West Bengal,India
SHJLR,MP,IN,Shujalpur,Madhya Pradesh,India
SRGPN,KA,IN,Shrirangapattana,Karnataka,India
SHIMU,MH,IN,Shrirampur,Maharashtra,India
SHOND,MH,IN,Shrigonda,Maharashtra,India
SHRPU,KA,IN,Shorapur,Karnataka,India
SHOAU,KL,IN,Shoranur,Kerala,India
SHOIU,TN,IN,Sholinghur,Tamil Nadu,India
SOLAP,MH,IN,Solapur,Maharashtra,India
SHIVP,MP,IN,Shivpuri,Madhya Pradesh,India
SHGAR,UP,IN,Shishgarh,Uttar Pradesh,India
SHPUR,MH,IN,Shirpur,Maharashtra,India
SHIAT,KA,IN,Shirahatti,Karnataka,India
SHRDI,MH,IN,Shirdi,Maharashtra,India
SHVOG,KA,IN,Shivamogga,Karnataka,India
SHILN,ML,IN,Shillong,Meghalaya,India
SILGU,WB,IN,Siliguri,West Bengal,India
SHIAD,UP,IN,Shikohabad,Uttar Pradesh,India
SHKRP,UP,IN,Shikarpur,Uttar Pradesh,India
SHIKU,KA,IN,Shikarpur,Karnataka,India
SHION,KA,IN,Shiggaon,Karnataka,India
SHTAL,KL,IN,Shertallai,Kerala,India
SHEKT,UP,IN,Sherkot,Uttar Pradesh,India
SERGA,BR,IN,Sherghati,Bihar,India
SHEUR,MP,IN,Sheopur,Madhya Pradesh,India
SEOAR,BR,IN,Sheohar,Bihar,India
SHEON,RJ,IN,Sheoganj,Rajasthan,India
SHEAN,MH,IN,Shegaon,Maharashtra,India
SHNIU,WB,IN,Shantipur,West Bengal,India
SHABD,UP,IN,Shamsabad,Uttar Pradesh,India
SHAML,UP,IN,Shamli,Uttar Pradesh,India
SHAGR,MP,IN,Shamgarh,Madhya Pradesh,India
SHAJU,MP,IN,Shajapur,Madhya Pradesh,India
SHAUR,RJ,IN,Shahpura,Rajasthan,India
SHAPU,UP,IN,Shahpur,Uttar Pradesh,India
SHAUR,BR,IN,Shahpur,Bihar,India
SAHUR,MP,IN,Shahpur,Madhya Pradesh,India
SHAPU,KA,IN,Shahpur,Karnataka,India
SAHPS,UP,IN,Shahjahanpur Sadar,Uttar Pradesh,India
SHAHI,UP,IN,Shahi,Uttar Pradesh,India
SHAGJ,UP,IN,Shahganj,Uttar Pradesh,India
SHADO,MP,IN,Shahdol,Madhya Pradesh,India
SHAAD,MH,IN,Shahada,Maharashtra,India
SHBAD,HR,IN,Shahabad,Haryana,India
SAHBD,UP,IN,Shahabad,Uttar Pradesh,India
SHBAD,KA,IN,Shahabad,Karnataka,India
SERHI,MZ,IN,Serchhip,Mizoram,India
SERAM,KA,IN,Sedam,Karnataka,India
SMALW,MP,IN,Seoni Malwa,Madhya Pradesh,India
SEONI,MP,IN,Seoni,Madhya Pradesh,India
SEODA,MP,IN,Seondha,Madhya Pradesh,India
SEHRA,UP,IN,Seohara,Uttar Pradesh,India
SNDHW,MP,IN,Sendhwa,Madhya Pradesh,India
SEHOR,MP,IN,Sehore,Madhya Pradesh,India
SEURB,TG,IN,Secunderabad,Telangana,India
SAYLA,GJ,IN,Sayla,Gujarat,India
SMAHP,RJ,IN,Sawai Madhopur,Rajasthan,India
SAVDA,MH,IN,Savda,Maharashtra,India
SVNUR,KA,IN,Savanur,Karnataka,India
SVATI,MH,IN,Sawantwadi,Maharashtra,India
SAUSA,MP,IN,Sausar,Madhya Pradesh,India
SANDT,KA,IN,Saundatti,Karnataka,India
SATYN,TN,IN,Sathyamangalam,Tamil Nadu,India
SATUR,TN,IN,Sattur,Tamil Nadu,India
STEAP,AP,IN,Sattenapalle,Andhra Pradesh,India
SATNA,MP,IN,Satna,Madhya Pradesh,India
SAARA,MH,IN,Satara,Maharashtra,India
SATAA,MH,IN,Satana,Maharashtra,India
SASVD,MH,IN,Sasvad,Maharashtra,India
SAWAR,RJ,IN,Sarwar,Rajasthan,India
SARHE,GJ,IN,Sarkhej,Gujarat,India
SARDG,PB,IN,Sardulgarh,Punjab,India
SARHN,UP,IN,Sardhana,Uttar Pradesh,India
SDHAR,RJ,IN,Sardarshahr,Rajasthan,India
SARUL,UP,IN,Sarauli,Uttar Pradesh,India
SANGP,MP,IN,Sarangpur,Madhya Pradesh,India
SRAIL,CT,IN,Saraipali,Chhattisgarh,India
SRAIM,UP,IN,Sarai Mir,Uttar Pradesh,India
SRAIA,UP,IN,Sarai Akil,Uttar Pradesh,India
SAOER,MH,IN,Saoner,Maharashtra,India
SNKRA,WB,IN,Sankrail,West Bengal,India
SAEHW,KA,IN,Sankeshwar,Karnataka,India
SANRU,PB,IN,Sangrur,Punjab,India
SANGO,MH,IN,Sangola,Maharashtra,India
SANOD,RJ,IN,Sangod,Rajasthan,India
SNGLI,MH,IN,Sangli,Maharashtra,India
SANGI,HR,IN,Sangaria,Haryana,India
SANGR,TG,IN,Sangareddy,Telangana,India
SAGMN,MH,IN,Sangamner,Maharashtra,India
SANUR,KA,IN,Sandur,Karnataka,India
SNDIA,UP,IN,Sandila,Uttar Pradesh,India
SANDI,UP,IN,Sandi,Uttar Pradesh,India
SAOLE,GA,IN,Sancoale,Goa,India
SANCH,RJ,IN,Sanchor,Rajasthan,India
SNWAD,MP,IN,Sanawad,Madhya Pradesh,India
SNAUR,PB,IN,Sanaur,Punjab,India
SANAN,GJ,IN,Sanand,Gujarat,India
SAMTR,UP,IN,Samthar,Uttar Pradesh,India
SMRLA,PB,IN,Samrala,Punjab,India
SAMDI,RJ,IN,Samdari,Rajasthan,India
SMBHR,RJ,IN,Sambhar,Rajasthan,India
SBHAL,UP,IN,Sambhal,Uttar Pradesh,India
SAMUR,OR,IN,Sambalpur,Odisha,India
SAMBA,JK,IN,Samba,Jammu and Kashmir,India
SMATI,BR,IN,Samastipur,Bihar,India
SAMKT,AP,IN,Samalkot,Andhra Pradesh,India
SAMLK,HR,IN,Samalkha,Haryana,India
SALUR,AP,IN,Salur,Andhra Pradesh,India
SALBR,RJ,IN,Salumbar,Rajasthan,India
SALEM,TN,IN,Salem,Tamil Nadu,India
SALAA,GJ,IN,Salaya,Gujarat,India
SAKTI,CT,IN,Sakti,Chhattisgarh,India
SAKHR,KA,IN,Sakleshpur,Karnataka,India
SANTI,WB,IN,Sainthia,West Bengal,India
SAILU,MH,IN,Sailu,Maharashtra,India
SAIHA,MZ,IN,Saiha,Mizoram,India
JUNAH,OR,IN,Junagarh,Odisha,India
SAINJ,JH,IN,Sahibganj,Jharkhand,India
SHAWR,UP,IN,Sahawar,Uttar Pradesh,India
SHAWN,UP,IN,Sahaswan,Uttar Pradesh,India
SHPUR,UP,IN,Sahaspur,Uttar Pradesh,India
SAHAS,BR,IN,Saharsa,Bihar,India
SAHNR,UP,IN,Saharanpur,Uttar Pradesh,India
SAULI,BR,IN,Sagauli,Bihar,India
SAGAR,MP,IN,Sagar,Madhya Pradesh,India
SAGAR,KA,IN,Sagar,Karnataka,India
SAFPR,UP,IN,Safipur,Uttar Pradesh,India
SAFDO,HR,IN,Safidon,Haryana,India
SADRI,RJ,IN,Sadri,Rajasthan,India
SDAHI,TG,IN,Sadashivpet,Telangana,India
SADLI,KA,IN,Sadalgi,Karnataka,India
SADBA,UP,IN,Sadabad,Uttar Pradesh,India
SALGH,MP,IN,Sabalgarh,Madhya Pradesh,India
RUSEA,BR,IN,Rosera,Bihar,India
RUAJW,UP,IN,Rura,Uttar Pradesh,India
RPNAG,PB,IN,Rupnagar,Punjab,India
RUDAP,UP,IN,Rudarpur,Uttar Pradesh,India
ROREE,UT,IN,Roorkee,Uttarakhand,India
ROXPA,KA,IN,Ron,Karnataka,India
ROTAK,HR,IN,Rohtak,Haryana,India
ROHAQ,MH,IN,Roha,Maharashtra,India
ROTSN,KA,IN,Robertson Pet,Karnataka,India
ROBES,UP,IN,Robertsganj,Uttar Pradesh,India
RISOD,MH,IN,Risod,Maharashtra,India
RISHA,WB,IN,Rishra,West Bengal,India
RIHKS,UT,IN,Rishikesh,Uttarakhand,India
RINGA,RJ,IN,Ringas,Rajasthan,India
RICHA,UP,IN,Richha,Uttar Pradesh,India
REWAI,HR,IN,Rewari,Haryana,India
REAWY,MP,IN,Rewa,Madhya Pradesh,India
REGAN,BR,IN,Revelganj,Bihar,India
REPAL,AP,IN,Repalle,Andhra Pradesh,India
REOTI,BR,IN,Reoti,Bihar,India
RNUKT,UP,IN,Renukut,Uttar Pradesh,India
REGNA,AP,IN,Renigunta,Andhra Pradesh,India
REHLI,MP,IN,Rehli,Madhya Pradesh,India
RMNDL,AP,IN,Rajam Mandal,Andhra Pradesh,India
RAYBG,KA,IN,Raybag,Karnataka,India
RAHOT,AP,IN,Rayachoti,Andhra Pradesh,India
RYAPZ,UP,IN,Raya,Uttar Pradesh,India
RXAUL,BR,IN,Raxaul,Bihar,India
RWTSA,RJ,IN,Rawatsar,Rajasthan,India
RWBHT,RJ,IN,Rawatbhata,Rajasthan,India
RAVER,MH,IN,Raver,Maharashtra,India
RATNI,MH,IN,Ratnagiri,Maharashtra,India
RATLM,MP,IN,Ratlam,Madhya Pradesh,India
RATIA,HR,IN,Ratia,Haryana,India
RATVV,UP,IN,Rath,Uttar Pradesh,India
RTNPU,CT,IN,Ratanpur,Chhattisgarh,India
RATNH,RJ,IN,Ratangarh,Rajasthan,India
RASRA,UP,IN,Rasra,Uttar Pradesh,India
RAIPU,TN,IN,Rasipuram,Tamil Nadu,India
RAPAR,GJ,IN,Rapar,Gujarat,India
RANPU,UP,IN,Ranipur,Uttar Pradesh,India
RAIKT,UT,IN,Ranikhet,Uttarakhand,India
RANIG,WB,IN,Raniganj,West Bengal,India
RANIA,HR,IN,Rania,Haryana,India
RNGIA,AS,IN,Rangia,Assam,India
RNGPA,AS,IN,Rangapara,Assam,India
RANCH,JH,IN,Ranchi,Jharkhand,India
RANAA,GJ,IN,Ranavav,Gujarat,India
RNAGH,WB,IN,Ranaghat,West Bengal,India
RAMEK,MH,IN,Ramtek,Maharashtra,India
MOGRA,WB,IN,Mogra,West Bengal,India
RMPUA,PB,IN,Rampura,Punjab,India
RMPUA,MP,IN,Rampura,Madhya Pradesh,India
RAMPU,UP,IN,Rampur,Uttar Pradesh,India
RAMNG,UT,IN,Ramnagar,Uttarakhand,India
RMNGA,BR,IN,Ramnagar,Bihar,India
RMNGA,UP,IN,Ramnagar,Uttar Pradesh,India
RMJIP,WB,IN,Ramjibanpur,West Bengal,India
RMGAH,RJ,IN,Ramgarh,Rajasthan,India
RMGAH,JH,IN,Ramgarh,Jharkhand,India
RANJM,RJ,IN,Ramganj Mandi,Rajasthan,India
RAEWM,TN,IN,Rameswaram,Tamil Nadu,India
RMNHA,TN,IN,Ramanathapuram,Tamil Nadu,India
RNAGM,KA,IN,Ramanagaram,Karnataka,India
RMHNP,AP,IN,Ramachandrapuram,Andhra Pradesh,India
RAJUA,MH,IN,Rajura,Maharashtra,India
RJULA,GJ,IN,Rajula,Gujarat,India
RJSMD,RJ,IN,Rajsamand,Rajasthan,India
RAJPU,PB,IN,Rajpura,Punjab,India
RAJPU,MP,IN,Rajpur,Madhya Pradesh,India
RJPIL,GJ,IN,Rajpipla,Gujarat,India
RJMAH,WB,IN,Rajmahal,West Bengal,India
RJKOT,GJ,IN,Rajkot,Gujarat,India
RAJUN,MH,IN,Rajgurunagar,Maharashtra,India
RAJGI,BR,IN,Rajgir,Bihar,India
RAJGH,RJ,IN,Rajgarh,Rajasthan,India
RJGAH,MP,IN,Rajgarh,Madhya Pradesh,India
RJAUI,JK,IN,Rajauri,Jammu and Kashmir,India
RAJPM,TN,IN,Rajapalayam,Tamil Nadu,India
RAJPT,AP,IN,Rajampet,Andhra Pradesh,India
RAJES,RJ,IN,Rajaldesar,Rajasthan,India
RAJKH,RJ,IN,Rajakhera,Rajasthan,India
RAJHU,AP,IN,Rajahmundry,Andhra Pradesh,India
RASIH,RJ,IN,Raisinghnagar,Rajasthan,India
RAISE,MP,IN,Raisen,Madhya Pradesh,India
RAIPU,UT,IN,Raipur,Uttarakhand,India
RAIPU,RJ,IN,Raipur,Rajasthan,India
RAIPU,CT,IN,Raipur,Chhattisgarh,India
RAIOT,PB,IN,Raikot,Punjab,India
RIGAH,CT,IN,Raigarh,Chhattisgarh,India
RAIGJ,WB,IN,Raiganj,West Bengal,India
RICHU,KA,IN,Raichur,Karnataka,India
RAHUI,MH,IN,Rahuri,Maharashtra,India
RAHIT,MH,IN,Rahimatpur,Maharashtra,India
RHATG,MP,IN,Rahatgarh,Madhya Pradesh,India
RNTHP,WB,IN,Raghunathpur,West Bengal,India
RAOGH,MP,IN,Raghogarh,Madhya Pradesh,India
RAINJ,BR,IN,Rafiganj,Bihar,India
RBAEI,UP,IN,Rae Bareli,Uttar Pradesh,India
RAHPU,GJ,IN,Radhanpur,Gujarat,India
RABVI,KA,IN,Rabkavi,Karnataka,India
KOLAM,KL,IN,Kollam,Kerala,India
KASBA,BR,IN,Kasba,Bihar,India
QADIN,PB,IN,Qadian,Punjab,India
PTTUR,AP,IN,Puttur,Andhra Pradesh,India
PUTTR,KA,IN,Puttur,Karnataka,India
PUSKR,RJ,IN,Pushkar,Rajasthan,India
PUSAD,MH,IN,Pusad,Maharashtra,India
PURWA,UP,IN,Purwa,Uttar Pradesh,India
PULIA,WB,IN,Puruliya,West Bengal,India
JROAD,OR,IN,Jajpur Road,Odisha,India
PURNA,MH,IN,Purna,Maharashtra,India
PURYP,OR,IN,Puri,Odisha,India
PRANU,UP,IN,Puranpur,Uttar Pradesh,India
PUPRI,BR,IN,Pupri,Bihar,India
PPLIA,TN,IN,Punjai Puliyampatti,Tamil Nadu,India
PNGAR,AP,IN,Punganuru,Andhra Pradesh,India
PNEYU,MH,IN,Pune,Maharashtra,India
PUNDI,HR,IN,Pundri,Haryana,India
PNAUR,KL,IN,Punalur,Kerala,India
PUHAN,HR,IN,Punahana,Haryana,India
PULAM,JK,IN,Pulwama,Jammu and Kashmir,India
PUYGD,TN,IN,Puliyangudi,Tamil Nadu,India
PUENA,AP,IN,Pulivendla,Andhra Pradesh,India
PULGN,MH,IN,Pulgaon,Maharashtra,India
PKHYN,UP,IN,Pukhrayan,Uttar Pradesh,India
PUOAI,TN,IN,Pudukkottai,Tamil Nadu,India
PRDTU,AP,IN,Proddatur,Andhra Pradesh,India
PRTAG,RJ,IN,Pratapgarh,Rajasthan,India
PBLAR,AN,IN,Port Blair,Andaman and Nicobar Islands,India
PORSA,MP,IN,Porsa,Madhya Pradesh,India
POBAN,GJ,IN,Porbandar,Gujarat,India
POALE,TN,IN,Poonamalle,Tamil Nadu,India
PONRU,AP,IN,Ponnuru,Andhra Pradesh,India
PONRI,TN,IN,Ponneri,Tamil Nadu,India
POANI,KL,IN,Ponani,Kerala,India
PONDA,GA,IN,Ponda,Goa,India
POLUR,TN,IN,Polur,Tamil Nadu,India
POLHI,TN,IN,Pollachi,Tamil Nadu,India
PLVRM,AP,IN,Polavaram,Andhra Pradesh,India
POLSR,OR,IN,Polasara,Odisha,India
POKAR,RJ,IN,Pokaran,Rajasthan,India
PITRG,UT,IN,Pithoragarh,Uttarakhand,India
PIHAM,AP,IN,Pithapuram,Andhra Pradesh,India
PROZP,BR,IN,Piro,Bihar,India
PIRNA,KA,IN,Piriyapatna,Karnataka,India
PIVAM,KL,IN,Piravam,Kerala,India
PIACH,UP,IN,Pipraich,Uttar Pradesh,India
PIPII,OR,IN,Pipili,Odisha,India
PIPAR,RJ,IN,Pipar,Rajasthan,India
PINJR,HR,IN,Pinjore,Haryana,India
PNDWR,RJ,IN,Pindwara,Rajasthan,India
PNAHT,UP,IN,Pinahat,Uttar Pradesh,India
PILKA,UP,IN,Pilkhua,Uttar Pradesh,India
PLIBH,UP,IN,Pilibhit,Uttar Pradesh,India
PILAN,RJ,IN,Pilibangan,Rajasthan,India
PLANI,RJ,IN,Pilani,Rajasthan,India
PIHAN,UP,IN,Pihani,Uttar Pradesh,India
PHULE,RJ,IN,Phulera,Rajasthan,India
PHUBA,OR,IN,Phulbani,Odisha,India
PHIUR,AP,IN,Phirangipuram,Andhra Pradesh,India
PHLAU,PB,IN,Phillaur,Punjab,India
PEKYJ,NL,IN,Phek,Nagaland,India
PAHUD,UP,IN,Phaphund,Uttar Pradesh,India
PLTAN,MH,IN,Phaltan,Maharashtra,India
PHALI,RJ,IN,Phalodi,Rajasthan,India
PHLAU,UP,IN,Phalauda,Uttar Pradesh,India
PHAWR,PB,IN,Phagwara,Punjab,India
PTLAD,GJ,IN,Petlad,Gujarat,India
PERUN,TN,IN,Perundurai,Tamil Nadu,India
PEIKL,TN,IN,Periyanayakkanpalaiyam,Tamil Nadu,India
PEIAL,TN,IN,Periyakulam,Tamil Nadu,India
PERVI,TN,IN,Peravurani,Tamil Nadu,India
PERAM,TN,IN,Peranampattu,Tamil Nadu,India
PEABU,TN,IN,Perambalur,Tamil Nadu,India
PENOA,AP,IN,Penukonda,Andhra Pradesh,India
PEUGA,AP,IN,Penugonda,Andhra Pradesh,India
PNGRM,TN,IN,Pennagaram,Tamil Nadu,India
PEDAM,TN,IN,Pennadam,Tamil Nadu,India
PEFJF,MH,IN,Pen,Maharashtra,India
PEHOW,HR,IN,Pehowa,Haryana,India
PEDAM,AP,IN,Peddapuram,Andhra Pradesh,India
PDALI,TG,IN,Peddapalli,Telangana,India
PEDNA,AP,IN,Pedana,Andhra Pradesh,India
PAYNU,KL,IN,Payyannur,Kerala,India
PWAYN,UP,IN,Pawayan,Uttar Pradesh,India
PVGDA,KA,IN,Pavagada,Karnataka,India
PAURI,UT,IN,Pauri,Uttarakhand,India
PAUNI,MH,IN,Pauni,Maharashtra,India
PATUR,MH,IN,Patur,Maharashtra,India
PTUKA,TN,IN,Pattukkottai,Tamil Nadu,India
PATTI,PB,IN,Patti,Punjab,India
PATRH,OR,IN,Patnagarh,Odisha,India
PATNA,BR,IN,Patna,Bihar,India
PTIAL,PB,IN,Patiala,Punjab,India
PTHRI,MH,IN,Pathri,Maharashtra,India
PATHR,MP,IN,Patharia,Madhya Pradesh,India
PATHI,MH,IN,Pathardi,Maharashtra,India
PATHN,PB,IN,Pathankot,Punjab,India
PAMTH,KL,IN,Pathanamthitta,Kerala,India
PATLG,CT,IN,Pathalgaon,Chhattisgarh,India
PATUI,HR,IN,Pataudi,Haryana,India
PANCR,TG,IN,Patancheru,Telangana,India
PATAN,GJ,IN,Patan,Gujarat,India
PTAMD,OR,IN,Pattamundai,Odisha,India
PASGT,AR,IN,Pasighat,Arunachal Pradesh,India
PASAN,CT,IN,Pasan,Chhattisgarh,India
PAVTR,RJ,IN,Parvatsar,Rajasthan,India
PRATM,AP,IN,Parvatipuram,Andhra Pradesh,India
PARTU,MH,IN,Partur,Maharashtra,India
PROLA,MH,IN,Parola,Maharashtra,India
PVAIH,MH,IN,Paril Vaijinath,Maharashtra,India
PRYAM,KL,IN,Pariyapuram,Kerala,India
PARCG,UP,IN,Parikshitgarh,Uttar Pradesh,India
PARDI,GJ,IN,Pardi,Gujarat,India
PRBHN,MH,IN,Parbhani,Maharashtra,India
PARVU,KL,IN,Paravur,Kerala,India
PRASI,MP,IN,Parasia,Madhya Pradesh,India
PRAMU,TN,IN,Paramakudi,Tamil Nadu,India
KUJAN,OR,IN,Kujang,Odisha,India
PANIS,KL,IN,Pappinisseri,Kerala,India
PNSAM,TN,IN,Papanasam,Tamil Nadu,India
PONAS,HP,IN,Paonta Sahib,Himachal Pradesh,India
PANEL,MH,IN,Panvel,Maharashtra,India
PANUI,TN,IN,Panruti,Tamil Nadu,India
PANNA,MP,IN,Panna,Madhya Pradesh,India
PNIAT,HR,IN,Panipat,Haryana,India
PNIHA,WB,IN,Panihati,West Bengal,India
PNDUA,WB,IN,Pandua,West Bengal,India
PNDHR,MP,IN,Pandhurna,Madhya Pradesh,India
PAHRU,MH,IN,Pandharpur,Maharashtra,India
PNDVA,KA,IN,Pandavapura,Karnataka,India
PNAJI,GA,IN,Panaji,Goa,India
PNGAR,MP,IN,Panagar,Madhya Pradesh,India
PALWL,HR,IN,Palwal,Haryana,India
PAOCH,AP,IN,Paloncha,Andhra Pradesh,India
PLANI,TN,IN,Palani,Tamil Nadu,India
PALNR,AP,IN,Palmaner,Andhra Pradesh,India
PLATI,TN,IN,Pallippatti,Tamil Nadu,India
PALOD,TN,IN,Pallikondai,Tamil Nadu,India
PALTI,TN,IN,Pallappatti,Tamil Nadu,India
PLADM,TN,IN,Palladam,Tamil Nadu,India
PAKND,AP,IN,Palkonda,Andhra Pradesh,India
PLITN,GJ,IN,Palitana,Gujarat,India
PLIAK,UP,IN,Palia Kalan,Uttar Pradesh,India
PALZQ,RJ,IN,Pali,Rajasthan,India
PLIWA,MP,IN,Pali,Madhya Pradesh,India
PALKD,KL,IN,Palakkad,Kerala,India
PLGHR,MH,IN,Palghar,Maharashtra,India
PLERA,MP,IN,Palera,Madhya Pradesh,India
PALSA,AP,IN,Palasa,Andhra Pradesh,India
PALUR,GJ,IN,Palanpur,Gujarat,India
PLAKO,AP,IN,Palakol,Andhra Pradesh,India
PALCE,TN,IN,Palacode,Tamil Nadu,India
PKAUR,WB,IN,Pakaur,West Bengal,India
PKALA,AP,IN,Pakala,Andhra Pradesh,India
PAIHN,MH,IN,Paithan,Maharashtra,India
PAHSU,UP,IN,Pahasu,Uttar Pradesh,India
PDRAN,UP,IN,Padrauna,Uttar Pradesh,India
PADRA,GJ,IN,Padra,Gujarat,India
PDANR,TN,IN,Padmanabhapuram,Tamil Nadu,India
PDAMU,RJ,IN,Padampur,Rajasthan,India
PDAUR,OR,IN,Padmapur,Odisha,India
PADAM,JK,IN,Padam,Jammu and Kashmir,India
PAHEW,UP,IN,Pachperwa,Uttar Pradesh,India
PCHRA,MH,IN,Pachora,Maharashtra,India
OSMBA,MH,IN,Osmanabad,Maharashtra,India
OAIQY,UP,IN,Orai,Uttar Pradesh,India
ONGLE,AP,IN,Ongole,Andhra Pradesh,India
OKHAU,GJ,IN,Okha,Gujarat,India
OZAXW,MH,IN,Ozar,Maharashtra,India
OBRXA,UP,IN,Obra,Uttar Pradesh,India
NUZVD,AP,IN,Nuziveedu,Andhra Pradesh,India
NURPR,UP,IN,Nurpur,Uttar Pradesh,India
NLAHI,AS,IN,North Lakhimpur,Assam,India
NORTG,AS,IN,North Guwahati,Assam,India
NGSOI,ML,IN,Nongstoin,Meghalaya,India
NOKHA,RJ,IN,Nokha,Rajasthan,India
NOHAR,RJ,IN,Nohar,Rajasthan,India
NOMUD,JH,IN,Noamundi,Jharkhand,India
NZMBD,TG,IN,Nizamabad,Telangana,India
NRALI,BR,IN,Nirmali,Bihar,India
NIRML,TG,IN,Nirmal,Telangana,India
NEMKT,RJ,IN,Neem ka Thana,Rajasthan,India
NIAHE,RJ,IN,Nimbahera,Rajasthan,India
NIAPH,OR,IN,Nimapada,Odisha,India
NIBAJ,RJ,IN,Nimbaj,Rajasthan,India
NLOKH,HR,IN,Nilokheri,Haryana,India
NILAG,MH,IN,Nilanga,Maharashtra,India
NIKOA,TN,IN,Nilakottai,Tamil Nadu,India
NLGRI,OR,IN,Nilgiri,Odisha,India
NIHUR,UP,IN,Nihtaur,Uttar Pradesh,India
NIDAO,AP,IN,Nidadavolu,Andhra Pradesh,India
NIHAU,UP,IN,Nichlaul,Uttar Pradesh,India
NEIKR,KL,IN,Neyyattinkara,Kerala,India
NERAL,MH,IN,Neral,Maharashtra,India
NNAGA,MP,IN,Nepanagar,Madhya Pradesh,India
NELOR,AP,IN,Nellore,Andhra Pradesh,India
NELKP,TN,IN,Nellikkuppam,Tamil Nadu,India
NEAML,KA,IN,Nelamangala,Karnataka,India
NEUMD,KL,IN,Nedumangad,Kerala,India
NYDPT,AP,IN,Nayudupeta,Andhra Pradesh,India
NAYRH,OR,IN,Nayagarh,Odisha,India
NAWHR,PB,IN,Nawashahr,Punjab,India
NAWGR,RJ,IN,Nawalgarh,Rajasthan,India
NIWAI,RJ,IN,Niwai,Rajasthan,India
NWADA,BR,IN,Nawada,Bihar,India
NUHAT,BR,IN,Nauhatta,Bihar,India
NAWQY,RJ,IN,Nawa,Rajasthan,India
NAVLG,KA,IN,Navalgund,Karnataka,India
NAVDI,WB,IN,Navadwip,West Bengal,India
NUTWA,UP,IN,Nautanwa,Uttar Pradesh,India
NAGCH,BR,IN,Naugachhia,Bihar,India
NATTA,TN,IN,Nattam,Tamil Nadu,India
NTHDW,RJ,IN,Nathdwara,Rajasthan,India
NARHJ,MP,IN,Nasrullaganj,Madhya Pradesh,India
NAIGJ,BR,IN,Nasriganj,Bihar,India
NASPR,AP,IN,Naspur,Andhra Pradesh,India
NSRBD,RJ,IN,Nasirabad,Rajasthan,India
NASHK,MH,IN,Nashik,Maharashtra,India
NRWAR,MP,IN,Narwar,Madhya Pradesh,India
NARNA,HR,IN,Narwana,Haryana,India
NAITM,AP,IN,Narsipatnam,Andhra Pradesh,India
NAGHR,MP,IN,Narsinghgarh,Madhya Pradesh,India
NRIHP,MP,IN,Narsimhapur,Madhya Pradesh,India
NARUD,HR,IN,Narnaund,Haryana,India
NRAUL,HR,IN,Narnaul,Haryana,India
NAGUD,KA,IN,Nargund,Karnataka,India
NEGAL,KA,IN,Naregal,Karnataka,India
NARYP,AP,IN,Narayanpet,Andhra Pradesh,India
NAYRH,HR,IN,Naraingarh,Haryana,India
NRAVM,TN,IN,Naravarikuppam,Tamil Nadu,India
NAAUR,UP,IN,Naraura,Uttar Pradesh,India
NARUL,UP,IN,Narauli,Uttar Pradesh,India
NAOET,AP,IN,Narasaraopet,Andhra Pradesh,India
NRAUM,AP,IN,Narasapuram,Andhra Pradesh,India
NRASP,AP,IN,Narasannapeta,Andhra Pradesh,India
NARIN,MP,IN,Niwari,Madhya Pradesh,India
NAAIN,RJ,IN,Naraina,Rajasthan,India
NAPSR,RJ,IN,Napasar,Rajasthan,India
NAPAA,UP,IN,Nanpara,Uttar Pradesh,India
NAJGD,KA,IN,Nanjangud,Karnataka,India
NTOWI,PB,IN,Nangal Township,Punjab,India
NADYL,AP,IN,Nandyal,Andhra Pradesh,India
NDURB,MH,IN,Nandurbar,Maharashtra,India
NADUR,MH,IN,Nandura,Maharashtra,India
NADKT,AP,IN,Nandikotkur,Andhra Pradesh,India
NDIGA,AP,IN,Nandigama,Andhra Pradesh,India
NDGAO,MH,IN,Nandgaon,Maharashtra,India
NANED,MH,IN,Nanded,Maharashtra,India
NAAUT,UP,IN,Nanauta,Uttar Pradesh,India
NMRUP,AS,IN,Namrup,Assam,India
NAMBR,TN,IN,Nambiyur,Tamil Nadu,India
